Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
542,Exit long,2025-12-05 11:05,Exit,4265.7,1,42750,-96,-0.22,18.5,0.04,-94.5,-0.22,3508,7.02
542,Entry long,2025-12-05 11:00,Long,4275,1,42750,-96,-0.22,18.5,0.04,-94.5,-0.22,3508,7.02
543,Exit long,2025-12-08 02:40,Exit,4239.9,1,42443,-47,-0.11,4.5,0.01,-45.5,-0.11,3461,6.92
543,Entry long,2025-12-08 02:10,Long,4244.3,1,42443,-47,-0.11,4.5,0.01,-45.5,-0.11,3461,6.92
544,Exit long,2025-12-08 08:20,Exit,4234.8,1,42403,-58,-0.14,4.5,0.01,-56.5,-0.13,3403,6.81
544,Entry long,2025-12-08 08:15,Long,4240.3,1,42403,-58,-0.14,4.5,0.01,-56.5,-0.13,3403,6.81
545,Exit long,2025-12-09 08:25,Exit,4226.8,1,42346,-81,-0.19,32.5,0.08,-79.5,-0.19,3322,6.64
545,Entry long,2025-12-09 06:35,Long,4234.6,1,42346,-81,-0.19,32.5,0.08,-79.5,-0.19,3322,6.64
546,Exit long,2025-12-09 10:45,Exit,4228,1,42358,-81,-0.19,18.5,0.04,-79.5,-0.19,3241,6.48
546,Entry long,2025-12-09 10:30,Long,4235.8,1,42358,-81,-0.19,18.5,0.04,-79.5,-0.19,3241,6.48
547,Exit long,2025-12-10 03:00,Exit,4229.1,1,42423,-135,-0.32,90.5,0.21,-133.5,-0.31,3106,6.21
547,Entry long,2025-12-09 11:00,Long,4242.3,1,42423,-135,-0.32,90.5,0.21,-133.5,-0.31,3106,6.21
548,Exit long,2025-12-12 10:15,Exit,4357,1,43702,-135,-0.31,171.5,0.39,-133.5,-0.31,2971,5.94
548,Entry long,2025-12-12 08:10,Long,4370.2,1,43702,-135,-0.31,171.5,0.39,-133.5,-0.31,2971,5.94
549,Exit long,2025-12-15 08:10,Exit,4368.7,1,43747,-63,-0.14,93.5,0.21,-61.5,-0.14,2908,5.82
549,Entry long,2025-12-15 03:10,Long,4374.7,1,43747,-63,-0.14,93.5,0.21,-61.5,-0.14,2908,5.82
550,Exit long,2025-12-16 11:20,Exit,4335.7,1,43525,-171,-0.39,92.5,0.21,-169.5,-0.39,2737,5.47
550,Entry long,2025-12-16 10:25,Long,4352.5,1,43525,-171,-0.39,92.5,0.21,-169.5,-0.39,2737,5.47
551,Exit long,2025-12-19 02:20,Exit,4351.4,1,43555,-44,-0.10,2.5,0.01,-42.5,-0.10,2693,5.39
551,Entry long,2025-12-19 02:15,Long,4355.5,1,43555,-44,-0.10,2.5,0.01,-42.5,-0.10,2693,5.39
552,Exit long,2025-12-19 02:45,Exit,4351.7,1,43566,-52,-0.12,0,0.00,-50.5,-0.12,2641,5.28
552,Entry long,2025-12-19 02:35,Long,4356.6,1,43566,-52,-0.12,0,0.00,-50.5,-0.12,2641,5.28
553,Exit long,2025-12-19 05:30,Exit,4353.2,1,43594,-65,-0.15,28.5,0.07,-63.5,-0.15,2576,5.15
553,Entry long,2025-12-19 04:45,Long,4359.4,1,43594,-65,-0.15,28.5,0.07,-63.5,-0.15,2576,5.15
554,Exit long,2025-12-19 06:35,Exit,4354.7,1,43574,-30,-0.07,4.5,0.01,-28.5,-0.07,2546,5.09
554,Entry long,2025-12-19 06:20,Long,4357.4,1,43574,-30,-0.07,4.5,0.01,-28.5,-0.07,2546,5.09
555,Exit long,2025-12-19 07:00,Exit,4355.4,1,43585,-34,-0.08,8.5,0.02,-32.5,-0.07,2512,5.02
555,Entry long,2025-12-19 06:50,Long,4358.5,1,43585,-34,-0.08,8.5,0.02,-32.5,-0.07,2512,5.02
