Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
581,Entry short,2026-03-29 19:35,M-Short,4487.5,1,44875,-323,-0.72,419.5,0.93,-321.5,-0.72,10858,21.72
582,Exit short,2026-03-30 19:35,MS-X,4540.8,1,45236,-175,-0.39,32.5,0.07,-173.5,-0.38,10683,21.37
582,Entry short,2026-03-30 19:10,M-Short,4523.6,1,45236,-175,-0.39,32.5,0.07,-173.5,-0.38,10683,21.37
583,Exit short,2026-04-05 22:15,MS-X,4688.3,1,46642,-244,-0.52,384.5,0.82,-242.5,-0.52,10439,20.88
583,Entry short,2026-04-05 18:05,M-Short,4664.2,1,46642,-244,-0.52,384.5,0.82,-242.5,-0.52,10439,20.88
584,Exit short,2026-04-07 04:20,MS-X,4700.3,1,46845,-161,-0.34,432.5,0.92,-159.5,-0.34,10278,20.56
584,Entry short,2026-04-06 13:05,M-Short,4684.5,1,46845,-161,-0.34,432.5,0.92,-159.5,-0.34,10278,20.56
585,Exit short,2026-04-07 12:00,MS-X,4688.7,1,46643,-247,-0.53,325.5,0.70,-245.5,-0.53,10031,20.06
585,Entry short,2026-04-07 09:45,M-Short,4664.3,1,46643,-247,-0.53,325.5,0.70,-245.5,-0.53,10031,20.06
586,Exit long,2026-04-10 10:50,WL-X,4795.7,1,48153,-199,-0.41,43.5,0.09,-197.5,-0.41,9832,19.66
586,Entry long,2026-04-10 10:30,W-Long,4815.3,1,48153,-199,-0.41,43.5,0.09,-197.5,-0.41,9832,19.66
587,Exit short,2026-04-13 12:15,MS-X,4751.5,1,47304,-214,-0.45,77.5,0.16,-212.5,-0.45,9618,19.24
587,Entry short,2026-04-13 11:05,M-Short,4730.4,1,47304,-214,-0.45,77.5,0.16,-212.5,-0.45,9618,19.24
588,Exit short,2026-04-14 02:45,MS-X,4796.7,1,47879,-91,-0.19,77.5,0.16,-89.5,-0.19,9527,19.05
588,Entry short,2026-04-14 01:15,M-Short,4787.9,1,47879,-91,-0.19,77.5,0.16,-89.5,-0.19,9527,19.05
589,Exit long,2026-04-14 18:15,WL-X,4862.5,1,48729,-107,-0.22,15.5,0.03,-105.5,-0.22,9420,18.84
589,Entry long,2026-04-14 18:05,W-Long,4872.9,1,48729,-107,-0.22,15.5,0.03,-105.5,-0.22,9420,18.84
590,Exit long,2026-04-14 22:20,WL-X,4859.5,1,48743,-151,-0.31,211.5,0.43,-149.5,-0.31,9269,18.54
590,Entry long,2026-04-14 21:15,W-Long,4874.3,1,48743,-151,-0.31,211.5,0.43,-149.5,-0.31,9269,18.54
591,Exit long,2026-04-17 02:00,WL-X,4812,1,48206,-89,-0.18,66.5,0.14,-87.5,-0.18,9180,18.36
591,Entry long,2026-04-17 00:40,W-Long,4820.6,1,48206,-89,-0.18,66.5,0.14,-87.5,-0.18,9180,18.36
592,Exit long,2026-04-21 08:30,WL-X,4785.2,1,48066,-217,-0.45,475.5,0.99,-215.5,-0.45,8963,17.93
592,Entry long,2026-04-19 21:05,W-Long,4806.6,1,48066,-217,-0.45,475.5,0.99,-215.5,-0.45,8963,17.93
593,Exit short,2026-04-24 00:45,MS-X,4689,1,46770,-123,-0.26,48.5,0.10,-121.5,-0.26,8840,17.68
593,Entry short,2026-04-24 00:25,M-Short,4677,1,46770,-123,-0.26,48.5,0.10,-121.5,-0.26,8840,17.68
594,Exit short,2026-04-26 21:00,MS-X,4717.2,1,47034,-141,-0.30,166.5,0.35,-139.5,-0.30,8699,17.40
594,Entry short,2026-04-26 18:20,M-Short,4703.4,1,47034,-141,-0.30,166.5,0.35,-139.5,-0.30,8699,17.40
595,Exit short,2026-04-28 01:05,MS-X,4666.8,1,47075,404,0.86,405.5,0.86,-90.5,-0.19,9103,18.21
595,Entry short,2026-04-27 09:40,M-Short,4707.5,1,47075,404,0.86,405.5,0.86,-90.5,-0.19,9103,18.21
596,Exit short,2026-04-28 20:00,MS-X,4611.8,1,46047,-74,-0.16,28.5,0.06,-72.5,-0.16,9029,18.06
596,Entry short,2026-04-28 19:10,M-Short,4604.7,1,46047,-74,-0.16,28.5,0.06,-72.5,-0.16,9029,18.06
597,Exit short,2026-04-29 01:00,MS-X,4620.7,1,46115,-95,-0.21,218.5,0.47,-93.5,-0.20,8934,17.87
597,Entry short,2026-04-28 20:55,M-Short,4611.5,1,46115,-95,-0.21,218.5,0.47,-93.5,-0.20,8934,17.87
598,Exit short,2026-05-01 03:05,MS-X,4600.8,1,46290,279,0.60,280.5,0.61,-7.5,-0.02,9213,18.43
598,Entry short,2026-05-01 00:30,M-Short,4629,1,46290,279,0.60,280.5,0.61,-7.5,-0.02,9213,18.43
599,Exit short,2026-05-04 06:00,MS-X,4581.6,1,46197,378,0.82,379.5,0.82,-103.5,-0.22,9591,19.18
599,Entry short,2026-05-03 20:05,M-Short,4619.7,1,46197,378,0.82,379.5,0.82,-103.5,-0.22,9591,19.18
600,Exit short,2026-05-04 10:15,MS-X,4585,1,45662,-191,-0.42,16.5,0.04,-189.5,-0.41,9400,18.80
600,Entry short,2026-05-04 10:10,M-Short,4566.2,1,45662,-191,-0.42,16.5,0.04,-189.5,-0.41,9400,18.80
601,Exit short,2026-05-04 21:35,MS-X,4551,1,45203,-310,-0.69,99.5,0.22,-308.5,-0.68,9090,18.18
601,Entry short,2026-05-04 12:10,M-Short,4520.3,1,45203,-310,-0.69,99.5,0.22,-308.5,-0.68,9090,18.18
602,Exit short,2026-05-05 01:05,MS-X,4547.4,1,45398,-79,-0.17,27.5,0.06,-77.5,-0.17,9011,18.02
602,Entry short,2026-05-05 00:20,M-Short,4539.8,1,45398,-79,-0.17,27.5,0.06,-77.5,-0.17,9011,18.02
603,Exit short,2026-05-05 18:50,MS-X,4564.9,1,45565,-87,-0.19,4.5,0.01,-85.5,-0.19,8924,17.85
603,Entry short,2026-05-05 18:30,M-Short,4556.5,1,45565,-87,-0.19,4.5,0.01,-85.5,-0.19,8924,17.85
604,Exit short,2026-05-08 14:00,MS-X,4735,1,47167,-186,-0.39,54.5,0.12,-184.5,-0.39,8738,17.48
604,Entry short,2026-05-08 11:20,M-Short,4716.7,1,47167,-186,-0.39,54.5,0.12,-184.5,-0.39,8738,17.48
605,Exit short,2026-05-11 08:20,MS-X,4694.7,1,46808,-142,-0.30,251.5,0.54,-140.5,-0.30,8596,17.19
605,Entry short,2026-05-11 00:35,M-Short,4680.8,1,46808,-142,-0.30,251.5,0.54,-140.5,-0.30,8596,17.19
606,Exit short,2026-05-12 03:00,MS-X,4701.1,1,47299,285,0.60,286.5,0.61,-96.5,-0.20,8881,17.76
606,Entry short,2026-05-11 23:50,M-Short,4729.9,1,47299,285,0.60,286.5,0.61,-96.5,-0.20,8881,17.76
607,Exit short,2026-05-12 15:10,MS-X,4708.4,1,46867,-220,-0.47,412.5,0.88,-218.5,-0.47,8661,17.32
607,Entry short,2026-05-12 10:00,M-Short,4686.7,1,46867,-220,-0.47,412.5,0.88,-218.5,-0.47,8661,17.32
608,Exit short,2026-05-13 02:15,MS-X,4722.1,1,47080,-144,-0.31,118.5,0.25,-142.5,-0.30,8517,17.03
608,Entry short,2026-05-12 22:10,M-Short,4708,1,47080,-144,-0.31,118.5,0.25,-142.5,-0.30,8517,17.03
609,Exit short,2026-05-15 01:55,MS-X,4561.2,1,46043,428,0.93,429.5,0.93,-14.5,-0.03,8945,17.89
609,Entry short,2026-05-15 01:05,M-Short,4604.3,1,46043,428,0.93,429.5,0.93,-14.5,-0.03,8945,17.89
610,Exit short,2026-05-17 20:40,MS-X,4483,1,45347,514,1.13,515.5,1.14,-28.5,-0.06,9459,18.92
610,Entry short,2026-05-17 20:05,M-Short,4534.7,1,45347,514,1.13,515.5,1.14,-28.5,-0.06,9459,18.92
611,Exit short,2026-05-17 21:45,MS-X,4524.3,1,44974,-272,-0.60,75.5,0.17,-270.5,-0.60,9187,18.37
611,Entry short,2026-05-17 20:50,M-Short,4497.4,1,44974,-272,-0.60,75.5,0.17,-270.5,-0.60,9187,18.37
612,Exit short,2026-05-18 23:55,MS-X,4546.1,1,45823,359,0.78,360.5,0.79,-71.5,-0.16,9546,19.09
612,Entry short,2026-05-18 20:15,M-Short,4582.3,1,45823,359,0.78,360.5,0.79,-71.5,-0.16,9546,19.09
613,Exit short,2026-05-19 02:15,MS-X,4550.7,1,45383,-127,-0.28,21.5,0.05,-125.5,-0.28,9419,18.84
613,Entry short,2026-05-19 01:25,M-Short,4538.3,1,45383,-127,-0.28,21.5,0.05,-125.5,-0.28,9419,18.84
614,Exit short,2026-05-20 06:20,MS-X,4495.5,1,44728,-230,-0.51,177.5,0.40,-228.5,-0.51,9189,18.38
614,Entry short,2026-05-19 22:35,M-Short,4472.8,1,44728,-230,-0.51,177.5,0.40,-228.5,-0.51,9189,18.38
