Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
94,Exit long,2024-09-19 09:40,Exit,20030.75,1,40101.5,-41.24,-0.10,44.38,0.11,-40.62,-0.10,-982.56,-1.97
94,Entry long,2024-09-19 09:40,Long,20050.75,1,40101.5,-41.24,-0.10,44.38,0.11,-40.62,-0.10,-982.56,-1.97
95,Exit long,2024-09-19 09:45,Exit,20009.25,1,40063,-45.74,-0.11,0,0.00,-45.12,-0.11,-1028.3,-2.06
95,Entry long,2024-09-19 09:45,Long,20031.5,1,40063,-45.74,-0.11,0,0.00,-45.12,-0.11,-1028.3,-2.06
96,Exit long,2024-09-19 09:50,Exit,19991.5,1,40031,-49.24,-0.12,0.38,0.00,-48.62,-0.12,-1077.54,-2.16
96,Entry long,2024-09-19 09:50,Long,20015.5,1,40031,-49.24,-0.12,0.38,0.00,-48.62,-0.12,-1077.54,-2.16
97,Exit long,2024-09-19 11:00,Exit,20055.5,1,40171,-61.24,-0.15,145.38,0.36,-60.62,-0.15,-1138.78,-2.28
97,Entry long,2024-09-19 10:20,Long,20085.5,1,40171,-61.24,-0.15,145.38,0.36,-60.62,-0.15,-1138.78,-2.28
98,Exit long,2024-09-20 09:40,Exit,20034.75,1,40107.5,-39.24,-0.10,23.38,0.06,-38.62,-0.10,-1178.02,-2.36
98,Entry long,2024-09-20 09:40,Long,20053.75,1,40107.5,-39.24,-0.10,23.38,0.06,-38.62,-0.10,-1178.02,-2.36
